"Company","API","sum_per_Well","Total_Months","P_per_Month"
"BURLINGTON RESOURCES O & G CO LP","42297351760000",140234,29,4835.65517241379
"BURLINGTON RESOURCES O & G CO LP","42297351770000",144731,29,4990.72413793103
"BURLINGTON RESOURCES O & G CO LP","42297351780000",133783,31,4315.58064516129
"BURLINGTON RESOURCES O & G CO LP","42297351850000",123424,46,2683.13043478261
"BURLINGTON RESOURCES O & G CO LP","42297351860000",194461,30,6482.03333333333
"BURLINGTON RESOURCES O & G CO LP","42297351920000",152272,49,3107.59183673469
"BURLINGTON RESOURCES O & G CO LP","42297351930000",169483,22,7703.77272727273
"BURLINGTON RESOURCES O & G CO LP","42297351970000",79623,26,3062.42307692308
"BURLINGTON RESOURCES O & G CO LP","42297351980000",201526,22,9160.27272727273
"BURLINGTON RESOURCES O & G CO LP","42297351990000",115961,49,2366.55102040816
"BURLINGTON RESOURCES O & G CO LP","42297352000000",100592,26,3868.92307692308
"BURLINGTON RESOURCES O & G CO LP","42297352120000",210893,20,10544.65
"BURLINGTON RESOURCES O & G CO LP","42297352210000",121727,25,4869.08
"BURLINGTON RESOURCES O & G CO LP","42297352220000",124007,25,4960.28
"BURLINGTON RESOURCES O & G CO LP","42297352230000",115708,21,5509.90476190476
"BURLINGTON RESOURCES O & G CO LP","42297352240000",91351,21,4350.04761904762
"BURLINGTON RESOURCES O & G CO LP","42297352320000",138680,26,5333.84615384615
"BURLINGTON RESOURCES O & G CO LP","42297352370000",106840,26,4109.23076923077
"BURLINGTON RESOURCES O & G CO LP","42297352380000",190026,21,9048.85714285714
"BURLINGTON RESOURCES O & G CO LP","42297352500000",87043,21,4144.90476190476
"BURLINGTON RESOURCES O & G CO LP","42297352510000",92172,48,1920.25
"BURLINGTON RESOURCES O & G CO LP","42297352530000",36606,17,2153.29411764706
"BURLINGTON RESOURCES O & G CO LP","42297352650000",174852,49,3568.40816326531
"BURLINGTON RESOURCES O & G CO LP","42297352660000",177450,20,8872.5
"BURLINGTON RESOURCES O & G CO LP","42297352740000",164040,18,9113.33333333333
"BURLINGTON RESOURCES O & G CO LP","42297352750000",86785,19,4567.63157894737
"BURLINGTON RESOURCES O & G CO LP","42297352760000",91784,16,5736.5
"BURLINGTON RESOURCES O & G CO LP","42297352840000",134376,22,6108
"BURLINGTON RESOURCES O & G CO LP","42297352980000",102350,13,7873.07692307692
"BURLINGTON RESOURCES O & G CO LP","42297353020000",105479,13,8113.76923076923
"BURLINGTON RESOURCES O & G CO LP","42297353100000",127647,18,7091.5
"BURLINGTON RESOURCES O & G CO LP","42297353170000",204932,18,11385.1111111111
"BURLINGTON RESOURCES O & G CO LP","42297353230000",134547,19,7081.42105263158
"BURLINGTON RESOURCES O & G CO LP","42297353380000",80071,16,5004.4375
"BURLINGTON RESOURCES O & G CO LP","42297353390000",115708,21,5509.90476190476
"BURLINGTON RESOURCES O & G CO LP","42297353430000",154305,19,8121.31578947368
"BURLINGTON RESOURCES O & G CO LP","42297353500000",127690,11,11608.1818181818
"BURLINGTON RESOURCES O & G CO LP","42297353520000",178484,17,10499.0588235294
"BURLINGTON RESOURCES O & G CO LP","42297353530000",109058,14,7789.85714285714
"BURLINGTON RESOURCES O & G CO LP","42297353570000",20884,9,2320.44444444444
"BURLINGTON RESOURCES O & G CO LP","42297353620000",91482,13,7037.07692307692
"BURLINGTON RESOURCES O & G CO LP","42297353670000",160643,20,8032.15
"BURLINGTON RESOURCES O & G CO LP","42297353720000",97601,12,8133.41666666667
"BURLINGTON RESOURCES O & G CO LP","42297353770000",38413,14,2743.78571428571
"BURLINGTON RESOURCES O & G CO LP","42297353780000",112983,16,7061.4375
"BURLINGTON RESOURCES O & G CO LP","42297353930000",180923,11,16447.5454545455
"BURLINGTON RESOURCES O & G CO LP","42297353940000",180923,11,16447.5454545455
"BURLINGTON RESOURCES O & G CO LP","42297353950000",180923,11,16447.5454545455
"BURLINGTON RESOURCES O & G CO LP","42297353960000",180923,11,16447.5454545455
"BURLINGTON RESOURCES O & G CO LP","42297353970000",138739,32,4335.59375
"BURLINGTON RESOURCES O & G CO LP","42297354040000",193437,13,14879.7692307692
"BURLINGTON RESOURCES O & G CO LP","42297354060000",60860,13,4681.53846153846
"BURLINGTON RESOURCES O & G CO LP","42297354070000",205540,44,4671.36363636364
"BURLINGTON RESOURCES O & G CO LP","42297354080000",180923,11,16447.5454545455
"BURLINGTON RESOURCES O & G CO LP","42297354090000",186199,12,15516.5833333333
"BURLINGTON RESOURCES O & G CO LP","42297354100000",244865,18,13603.6111111111
"BURLINGTON RESOURCES O & G CO LP","42297354250000",87262,36,2423.94444444444
"BURLINGTON RESOURCES O & G CO LP","42297354260000",87262,36,2423.94444444444
"BURLINGTON RESOURCES O & G CO LP","42297354270000",102556,35,2930.17142857143
"BURLINGTON RESOURCES O & G CO LP","42297354280000",101598,35,2902.8
"BURLINGTON RESOURCES O & G CO LP","42297354290000",101402,35,2897.2
"BURLINGTON RESOURCES O & G CO LP","42297354320000",156343,17,9196.64705882353
"BURLINGTON RESOURCES O & G CO LP","42297354330000",188976,56,3374.57142857143
"BURLINGTON RESOURCES O & G CO LP","42297354340000",138965,14,9926.07142857143
"BURLINGTON RESOURCES O & G CO LP","42297354360000",105817,48,2204.52083333333
"BURLINGTON RESOURCES O & G CO LP","42297354370000",126468,45,2810.4
"BURLINGTON RESOURCES O & G CO LP","42297354390000",79623,26,3062.42307692308
"BURLINGTON RESOURCES O & G CO LP","42297354400000",79623,26,3062.42307692308
"BURLINGTON RESOURCES O & G CO LP","42297354470000",100592,26,3868.92307692308
"BURLINGTON RESOURCES O & G CO LP","42297354480000",100592,26,3868.92307692308
"BURLINGTON RESOURCES O & G CO LP","42297354500000",93260,14,6661.42857142857
"BURLINGTON RESOURCES O & G CO LP","42297354530000",164448,6,27408
"BURLINGTON RESOURCES O & G CO LP","42297354540000",101461,6,16910.1666666667
"BURLINGTON RESOURCES O & G CO LP","42297354550000",56658,6,9443
"BURLINGTON RESOURCES O & G CO LP","42297354560000",36613,1,36613
"BURLINGTON RESOURCES O & G CO LP","42297354570000",127725,1,127725
"BURLINGTON RESOURCES O & G CO LP","42297354590000",172093,49,3512.10204081633
"BURLINGTON RESOURCES O & G CO LP","42297354600000",144288,51,2829.17647058824
"BURLINGTON RESOURCES O & G CO LP","42297354610000",24764,11,2251.27272727273
"BURLINGTON RESOURCES O & G CO LP","42297354620000",81429,33,2467.54545454545
"BURLINGTON RESOURCES O & G CO LP","42297354630000",81429,33,2467.54545454545
"BURLINGTON RESOURCES O & G CO LP","42297354700000",175323,56,3130.76785714286
"BURLINGTON RESOURCES O & G CO LP","42297354710000",160522,8,20065.25
"BURLINGTON RESOURCES O & G CO LP","42297354870000",79620,6,13270
"BURLINGTON RESOURCES O & G CO LP","42297354880000",57700,4,14425
"BURLINGTON RESOURCES O & G CO LP","42297354890000",56464,1,56464
"BURLINGTON RESOURCES O & G CO LP","42297354900000",28904,4,7226
"BURLINGTON RESOURCES O & G CO LP","42297354910000",62968,1,62968
"BURLINGTON RESOURCES O & G CO LP","42297354920000",97452,48,2030.25
"BURLINGTON RESOURCES O & G CO LP","42297354960000",80972,11,7361.09090909091
"BURLINGTON RESOURCES O & G CO LP","42297354970000",218022,11,19820.1818181818
"BURLINGTON RESOURCES O & G CO LP","42297355060000",125053,41,3050.07317073171
"BURLINGTON RESOURCES O & G CO LP","42297355070000",125053,41,3050.07317073171
"BURLINGTON RESOURCES O & G CO LP","42297355080000",108688,10,10868.8
"BURLINGTON RESOURCES O & G CO LP","42297355090000",130193,56,2324.875
"BURLINGTON RESOURCES O & G CO LP","42297355100000",130193,56,2324.875
"BURLINGTON RESOURCES O & G CO LP","42297355130000",80972,11,7361.09090909091
"BURLINGTON RESOURCES O & G CO LP","42297355140000",89614,47,1906.68085106383
"BURLINGTON RESOURCES O & G CO LP","42297355260000",115387,14,8241.92857142857
"BURLINGTON RESOURCES O & G CO LP","42297355370000",28108,1,28108
"BURLINGTON RESOURCES O & G CO LP","42297355460000",87262,36,2423.94444444444
"BURLINGTON RESOURCES O & G CO LP","42297355580000",80904,1,80904
"BURLINGTON RESOURCES O & G CO LP","42297355590000",62900,1,62900
"BURLINGTON RESOURCES O & G CO LP","42297355600000",86321,1,86321
"BURLINGTON RESOURCES O & G CO LP","42297355620000",47337,2,23668.5
"BURLINGTON RESOURCES O & G CO LP","42297355630000",50505,2,25252.5
"BURLINGTON RESOURCES O & G CO LP","42297355690000",71377,1,71377
"BURLINGTON RESOURCES O & G CO LP","42297355730000",105895,2,52947.5
"BURLINGTON RESOURCES O & G CO LP","42297355760000",59132,5,11826.4
"BURLINGTON RESOURCES O & G CO LP","42297355770000",51368,5,10273.6
"BURLINGTON RESOURCES O & G CO LP","42297355790000",23021,1,23021
"BURLINGTON RESOURCES O & G CO LP","42297355800000",76683,1,76683
"BURLINGTON RESOURCES O & G CO LP","42297355840000",119943,2,59971.5
"BURLINGTON RESOURCES O & G CO LP","42297355850000",110702,1,110702
"BURLINGTON RESOURCES O & G CO LP","42297355860000",118522,2,59261
"BURLINGTON RESOURCES O & G CO LP","42297355870000",81320,1,81320
"BURLINGTON RESOURCES O & G CO LP","42297355980000",20660,2,10330
"BURLINGTON RESOURCES O & G CO LP","42297355990000",18806,2,9403
"BURLINGTON RESOURCES O & G CO LP","42297356030000",17281,2,8640.5
"BURLINGTON RESOURCES O & G CO LP","42297356040000",10889,2,5444.5
"BURLINGTON RESOURCES O & G CO LP","42297356070000",14751,2,7375.5
"BURLINGTON RESOURCES O & G CO LP","42297356150000",53315,2,26657.5
"BURLINGTON RESOURCES O & G CO LP","42297356190000",248,1,248
"BURLINGTON RESOURCES O & G CO LP","42297356450000",51731,8,6466.375
"BURLINGTON RESOURCES O & G CO LP","42297356460000",58862,8,7357.75
"BURLINGTON RESOURCES O & G CO LP","42297356470000",56980,8,7122.5
"BURLINGTON RESOURCES O & G CO LP","42297356510000",53074,8,6634.25
"BURLINGTON RESOURCES O & G CO LP","42297356640000",56284,5,11256.8
"BURLINGTON RESOURCES O & G CO LP","42297356650000",23882,1,23882
"BURLINGTON RESOURCES O & G CO LP","42297356820000",49329,5,9865.8
"BURLINGTON RESOURCES O & G CO LP","42311347590000",105058,33,3183.57575757576
"BURLINGTON RESOURCES O & G CO LP","42311347630000",105058,33,3183.57575757576
"BURLINGTON RESOURCES O & G CO LP","42311350710000",47951,12,3995.91666666667
"BURLINGTON RESOURCES O & G CO LP","42311352350000",143006,33,4333.51515151515
"BURLINGTON RESOURCES O & G CO LP","42311352360000",156024,33,4728
"BURLINGTON RESOURCES O & G CO LP","42311352370000",177400,33,5375.75757575758
"BURLINGTON RESOURCES O & G CO LP","42311352380000",148404,33,4497.09090909091
"BURLINGTON RESOURCES O & G CO LP","42311352540000",57375,11,5215.90909090909
"BURLINGTON RESOURCES O & G CO LP","42311353530000",90464,11,8224
"BURLINGTON RESOURCES O & G CO LP","42311355970000",57717,10,5771.7
"BURLINGTON RESOURCES O & G CO LP","42311356150000",105058,33,3183.57575757576
"BURLINGTON RESOURCES O & G CO LP","42311356160000",105058,33,3183.57575757576
"BURLINGTON RESOURCES O & G CO LP","42311356170000",105058,33,3183.57575757576
"BURLINGTON RESOURCES O & G CO LP","42311356180000",105058,33,3183.57575757576
"BURLINGTON RESOURCES O & G CO LP","42311358460000",47529,3,15843
"BURLINGTON RESOURCES O & G CO LP","42311361220000",105058,33,3183.57575757576
"BURNETT OIL CO., INC.","42013344220000",31322,42,745.761904761905
"BURNETT OIL CO., INC.","42013344290000",31582,23,1373.13043478261
"BURNETT OIL CO., INC.","42163335450000",2841,3,947
"BURNETT OIL CO., INC.","42163335480000",2841,3,947
"C6 OPERATING, L.L.C.","42163337600000",27305,24,1137.70833333333
"CABOT OIL & GAS CORPORATION","42013344170000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013344260000",221689,45,4926.42222222222
"CABOT OIL & GAS CORPORATION","42013344270000",134642,43,3131.20930232558
"CABOT OIL & GAS CORPORATION","42013344930000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013345650000",9560,28,341.428571428571
"CABOT OIL & GAS CORPORATION","42013346190000",26532,22,1206
"CABOT OIL & GAS CORPORATION","42013346200000",134642,43,3131.20930232558
"CABOT OIL & GAS CORPORATION","42013346250000",124003,28,4428.67857142857
"CABOT OIL & GAS CORPORATION","42013346260000",124003,28,4428.67857142857
"CABOT OIL & GAS CORPORATION","42013346340000",89431,30,2981.03333333333
"CABOT OIL & GAS CORPORATION","42013346360000",112318,30,3743.93333333333
"CABOT OIL & GAS CORPORATION","42013346380000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013347380000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013347410000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013347480000",62661,19,3297.94736842105
"CABOT OIL & GAS CORPORATION","42013347490000",87602,19,4610.63157894737
"CABOT OIL & GAS CORPORATION","42013347510000",29914,36,830.944444444444
"CABOT OIL & GAS CORPORATION","42013347540000",66922,5,13384.4
"CABOT OIL & GAS CORPORATION","42013347550000",107767,9,11974.1111111111
"CABOT OIL & GAS CORPORATION","42013347660000",97073,30,3235.76666666667
"CABOT OIL & GAS CORPORATION","42013348390000",162844,15,10856.2666666667
"CABOT OIL & GAS CORPORATION","42013348520000",53136,36,1476
"CABOT OIL & GAS CORPORATION","42013348560000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013348570000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013348910000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013348950000",86058,9,9562
"CABOT OIL & GAS CORPORATION","42013348960000",86058,9,9562
"CABOT OIL & GAS CORPORATION","42013349210000",65081,11,5916.45454545455
"CABOT OIL & GAS CORPORATION","42013349420000",99744,9,11082.6666666667
"CABOT OIL & GAS CORPORATION","42013349440000",106352,9,11816.8888888889
"CABOT OIL & GAS CORPORATION","42013350050000",83955,8,10494.375
"CABOT OIL & GAS CORPORATION","42013350060000",83955,8,10494.375
"CABOT OIL & GAS CORPORATION","42013350100000",71882,8,8985.25
"CABOT OIL & GAS CORPORATION","42013350110000",101164,11,9196.72727272727
"CABOT OIL & GAS CORPORATION","42013350170000",162844,15,10856.2666666667
"CABOT OIL & GAS CORPORATION","42013350420000",111235,9,12359.4444444444
"CABOT OIL & GAS CORPORATION","42013350990000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013351050000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42013352380000",34697,1,34697
"CABOT OIL & GAS CORPORATION","42013352630000",35746,6,5957.66666666667
"CABOT OIL & GAS CORPORATION","42013352640000",16103,1,16103
"CABOT OIL & GAS CORPORATION","42013352990000",14153,6,2358.83333333333
"CABOT OIL & GAS CORPORATION","42013353080000",29038,4,7259.5
"CABOT OIL & GAS CORPORATION","42163334030000",71313,66,1080.5
"CABOT OIL & GAS CORPORATION","42163334150000",155812,60,2596.86666666667
"CABOT OIL & GAS CORPORATION","42163334190000",155812,60,2596.86666666667
"CABOT OIL & GAS CORPORATION","42163334370000",68182,55,1239.67272727273
"CABOT OIL & GAS CORPORATION","42163334390000",112293,53,2118.7358490566
"CABOT OIL & GAS CORPORATION","42163334400000",122090,56,2180.17857142857
"CABOT OIL & GAS CORPORATION","42163334460000",122090,56,2180.17857142857
"CABOT OIL & GAS CORPORATION","42163334530000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163334580000",122090,56,2180.17857142857
"CABOT OIL & GAS CORPORATION","42163334610000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163334620000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163334710000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163334750000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163334760000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163334770000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163334790000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163334840000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163334860000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163334880000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163334910000",82300,46,1789.13043478261
"CABOT OIL & GAS CORPORATION","42163334990000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163335000000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163335010000",147634,46,3209.4347826087
"CABOT OIL & GAS CORPORATION","42163335120000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163335440000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163335470000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163335670000",34642,32,1082.5625
"CABOT OIL & GAS CORPORATION","42163335740000",20268,35,579.085714285714
"CABOT OIL & GAS CORPORATION","42163335790000",41686,36,1157.94444444444
"CABOT OIL & GAS CORPORATION","42163335800000",53136,36,1476
"CABOT OIL & GAS CORPORATION","42163335810000",53136,36,1476
"CABOT OIL & GAS CORPORATION","42163335900000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163335940000",108532,37,2933.2972972973
"CABOT OIL & GAS CORPORATION","42163335960000",103196,50,2063.92
"CABOT OIL & GAS CORPORATION","42163336020000",108532,37,2933.2972972973
"CABOT OIL & GAS CORPORATION","42163336080000",24850,29,856.896551724138
"CABOT OIL & GAS CORPORATION","42163336310000",17497,24,729.041666666667
"CABOT OIL & GAS CORPORATION","42163336370000",11642,31,375.548387096774
"CABOT OIL & GAS CORPORATION","42163336570000",112293,53,2118.7358490566
"CABOT OIL & GAS CORPORATION","42163336690000",22872,32,714.75
"CABOT OIL & GAS CORPORATION","42163336700000",28042,28,1001.5
"CABOT OIL & GAS CORPORATION","42163336720000",19249,29,663.758620689655
"CABOT OIL & GAS CORPORATION","42163336730000",13258,28,473.5
"CABOT OIL & GAS CORPORATION","42163336830000",21867,33,662.636363636364
"CABOT OIL & GAS CORPORATION","42163336850000",25017,34,735.794117647059
"CABOT OIL & GAS CORPORATION","42163336930000",53136,36,1476
"CABOT OIL & GAS CORPORATION","42163336940000",53136,36,1476
"CABOT OIL & GAS CORPORATION","42163336980000",142415,27,5274.62962962963
"CABOT OIL & GAS CORPORATION","42163337000000",34070,16,2129.375
"CABOT OIL & GAS CORPORATION","42163337010000",35013,35,1000.37142857143
"CABOT OIL & GAS CORPORATION","42163337030000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163337040000",42767,27,1583.96296296296
"CABOT OIL & GAS CORPORATION","42163337070000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163337090000",38786,22,1763
"CABOT OIL & GAS CORPORATION","42163337170000",57219,21,2724.71428571429
"CABOT OIL & GAS CORPORATION","42163337180000",81976,23,3564.17391304348
"CABOT OIL & GAS CORPORATION","42163337220000",53136,36,1476
"CABOT OIL & GAS CORPORATION","42163337300000",11706,31,377.612903225806
"CABOT OIL & GAS CORPORATION","42163337340000",111810,52,2150.19230769231
"CABOT OIL & GAS CORPORATION","42163337410000",58457,36,1623.80555555556
"CABOT OIL & GAS CORPORATION","42163337460000",110171,9,12241.2222222222
"CABOT OIL & GAS CORPORATION","42163337470000",110171,9,12241.2222222222
"CABOT OIL & GAS CORPORATION","42163337540000",110171,9,12241.2222222222
"CABOT OIL & GAS CORPORATION","42163337560000",110171,9,12241.2222222222
"CABOT OIL & GAS CORPORATION","42163337570000",110171,9,12241.2222222222
"CABOT OIL & GAS CORPORATION","42163337580000",110171,9,12241.2222222222
"CABOT OIL & GAS CORPORATION","42163337630000",148627,4,37156.75
"CABOT OIL & GAS CORPORATION","42163337640000",326866,15,21791.0666666667
"CABOT OIL & GAS CORPORATION","42163337710000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163337750000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163337760000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163337770000",117230,2,58615
"CABOT OIL & GAS CORPORATION","42163337850000",208159,7,29737
"CABOT OIL & GAS CORPORATION","42163337860000",202360,7,28908.5714285714
"CABOT OIL & GAS CORPORATION","42163337870000",210254,7,30036.2857142857
"CABOT OIL & GAS CORPORATION","42163337880000",242719,7,34674.1428571429
"CABOT OIL & GAS CORPORATION","42163337930000",47528,7,6789.71428571429
"CABOT OIL & GAS CORPORATION","42163337960000",117230,2,58615
"CABOT OIL & GAS CORPORATION","42163337970000",117230,2,58615
"CABOT OIL & GAS CORPORATION","42163337980000",117230,2,58615
"CABOT OIL & GAS CORPORATION","42163337990000",117230,2,58615
"CABOT OIL & GAS CORPORATION","42163338420000",88980,5,17796
"CABOT OIL & GAS CORPORATION","42163338440000",52956,1,52956
"CABOT OIL & GAS CORPORATION","42163338450000",86576,5,17315.2
"CABOT OIL & GAS CORPORATION","42163338460000",95779,5,19155.8
"CABOT OIL & GAS CORPORATION","42163338470000",107729,5,21545.8
"CABOT OIL & GAS CORPORATION","42163338750000",127917,4,31979.25
"CABOT OIL & GAS CORPORATION","42163338760000",57219,21,2724.71428571429
"CABOT OIL & GAS CORPORATION","42163338780000",57219,21,2724.71428571429
"CABOT OIL & GAS CORPORATION","42163338790000",57591,44,1308.88636363636
"CABOT OIL & GAS CORPORATION","42163338800000",57591,44,1308.88636363636
"CABOT OIL & GAS CORPORATION","42163338840000",42767,27,1583.96296296296
"CABOT OIL & GAS CORPORATION","42163338850000",42767,27,1583.96296296296
"CABOT OIL & GAS CORPORATION","42163338900000",47528,7,6789.71428571429
"CABOT OIL & GAS CORPORATION","42163338910000",47528,7,6789.71428571429
"CABOT OIL & GAS CORPORATION","42163338920000",47528,7,6789.71428571429
"CABOT OIL & GAS CORPORATION","42163338930000",47528,7,6789.71428571429
"CABOT OIL & GAS CORPORATION","42163338980000",57591,44,1308.88636363636
"CABOT OIL & GAS CORPORATION","42163339060000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163339070000",83341,41,2032.70731707317
"CABOT OIL & GAS CORPORATION","42163339340000",13017,2,6508.5
"CABOT OIL & GAS CORPORATION","42163339350000",8922,2,4461
"CABOT OIL & GAS CORPORATION","42283323230000",138659,58,2390.6724137931
"CABOT OIL & GAS CORPORATION","42283323770000",133683,57,2345.31578947368
"CABOT OIL & GAS CORPORATION","42283338910000",133683,57,2345.31578947368
"CABOT OIL & GAS CORPORATION","42283339080000",133683,57,2345.31578947368
"CABOT OIL & GAS CORPORATION","42507329730000",248,2,124
"CARRIZO (EAGLE FORD) LLC","42013347420000",152464,40,3811.6
"CARRIZO (EAGLE FORD) LLC","42013347440000",168999,40,4224.975
"CARRIZO (EAGLE FORD) LLC","42013347450000",159594,48,3324.875
"CARRIZO (EAGLE FORD) LLC","42013348440000",121804,45,2706.75555555556
"CARRIZO (EAGLE FORD) LLC","42013348460000",124428,45,2765.06666666667
"CARRIZO (EAGLE FORD) LLC","42013348490000",124608,45,2769.06666666667
"CARRIZO (EAGLE FORD) LLC","42163337370000",122702,17,7217.76470588235
"CARRIZO (EAGLE FORD) LLC","42163337380000",150174,17,8833.76470588235
"CARRIZO (EAGLE FORD) LLC","42283336000000",152809,27,5659.59259259259
"CARRIZO (EAGLE FORD) LLC","42283336010000",24840,21,1182.85714285714
"CARRIZO (EAGLE FORD) LLC","42283336030000",135438,45,3009.73333333333
"CARRIZO (EAGLE FORD) LLC","42283336040000",134406,45,2986.8
"CARRIZO (EAGLE FORD) LLC","42283336090000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283336100000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283336120000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283336130000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283336160000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283336170000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283336180000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283336410000",91653,28,3273.32142857143
"CARRIZO (EAGLE FORD) LLC","42283336420000",91653,28,3273.32142857143
"CARRIZO (EAGLE FORD) LLC","42283336550000",91653,28,3273.32142857143
"CARRIZO (EAGLE FORD) LLC","42283336570000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283336870000",185041,15,12336.0666666667
"CARRIZO (EAGLE FORD) LLC","42283336880000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283336930000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283336980000",85406,26,3284.84615384615
"CARRIZO (EAGLE FORD) LLC","42283336990000",85406,26,3284.84615384615
"CARRIZO (EAGLE FORD) LLC","42283337090000",29944,20,1497.2
"CARRIZO (EAGLE FORD) LLC","42283337100000",46028,20,2301.4
"CARRIZO (EAGLE FORD) LLC","42283337630000",85590,21,4075.71428571429
"CARRIZO (EAGLE FORD) LLC","42283337640000",74787,20,3739.35
"CARRIZO (EAGLE FORD) LLC","42283338140000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283338150000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283338160000",110636,41,2698.43902439024
"CARRIZO (EAGLE FORD) LLC","42283338180000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283338200000",122875,45,2730.55555555556
"CARRIZO (EAGLE FORD) LLC","42283338350000",58862,12,4905.16666666667
"CARRIZO (EAGLE FORD) LLC","42283338380000",30717,9,3413
"CARRIZO (EAGLE FORD) LLC","42283338420000",108709,22,4941.31818181818
"CARRIZO (EAGLE FORD) LLC","42283338560000",202573,22,9207.86363636364
"CARRIZO (EAGLE FORD) LLC","42283338570000",167078,22,7594.45454545455
"CARRIZO (EAGLE FORD) LLC","42283339260000",94213,20,4710.65
"CARRIZO (EAGLE FORD) LLC","42283339560000",59893,19,3152.26315789474
"CARRIZO (EAGLE FORD) LLC","42283339750000",39998,19,2105.15789473684
"CARRIZO (EAGLE FORD) LLC","42283339810000",192664,23,8376.69565217391
"CARRIZO (EAGLE FORD) LLC","42283339820000",358751,54,6643.53703703704
"CARRIZO (EAGLE FORD) LLC","42283340850000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283340890000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283340900000",97868,19,5150.94736842105
"CARRIZO (EAGLE FORD) LLC","42283340920000",84330,19,4438.42105263158
"CARRIZO (EAGLE FORD) LLC","42283341100000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283341110000",35981,20,1799.05
"CARRIZO (EAGLE FORD) LLC","42283341150000",27376,8,3422
"CARRIZO (EAGLE FORD) LLC","42283341780000",197419,54,3655.90740740741
"CARRIZO (EAGLE FORD) LLC","42283341840000",226944,18,12608
"CARRIZO (EAGLE FORD) LLC","42283341960000",226944,18,12608
"CARRIZO (EAGLE FORD) LLC","42283342090000",125362,19,6598
"CARRIZO (EAGLE FORD) LLC","42283342100000",192324,19,10122.3157894737
"CARRIZO (EAGLE FORD) LLC","42283342890000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283342900000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283343280000",123225,16,7701.5625
"CARRIZO (EAGLE FORD) LLC","42283343290000",143587,16,8974.1875
"CARRIZO (EAGLE FORD) LLC","42283343690000",153653,23,6680.5652173913
"CARRIZO (EAGLE FORD) LLC","42283344050000",124476,28,4445.57142857143
"CARRIZO (EAGLE FORD) LLC","42283344140000",124476,28,4445.57142857143
