"Company","API","sum_per_Well","Total_Months","P_per_Month"
"SHELL WESTERN E&P","42127343820000",28819,22,1309.95454545455
"SHELL WESTERN E&P","42127345030000",44051,25,1762.04
"SHELL WESTERN E&P","42127345040000",43845,25,1753.8
"SHELL WESTERN E&P","42127345050000",72177,25,2887.08
"SHELL WESTERN E&P","42127345140000",56660,25,2266.4
"SHELL WESTERN E&P","42127346780000",54619,27,2022.92592592593
"SHELL WESTERN E&P","42127346790000",19814,21,943.52380952381
"SHELL WESTERN E&P","42127346800000",29452,23,1280.52173913043
"SHELL WESTERN E&P","42127346810000",27875,21,1327.38095238095
"SHELL WESTERN E&P","42127347030000",31623,16,1976.4375
"SHELL WESTERN E&P","42127347040000",40450,16,2528.125
"SHELL WESTERN E&P","42127347080000",37490,16,2343.125
"SHELL WESTERN E&P","42127347230000",45213,16,2825.8125
"SHELL WESTERN E&P","42127347240000",35082,16,2192.625
"SHELL WESTERN E&P","42127347290000",24110,14,1722.14285714286
"SHELL WESTERN E&P","42127347310000",25701,15,1713.4
"SHELL WESTERN E&P","42127347320000",30024,16,1876.5
"SHELL WESTERN E&P","42127347330000",23252,16,1453.25
"SHELL WESTERN E&P","42127347370000",38269,17,2251.11764705882
"SHELL WESTERN E&P","42127347400000",29601,16,1850.0625
"SHELL WESTERN E&P","42127347650000",21791,19,1146.89473684211
"SHELL WESTERN E&P","42127347660000",23343,16,1458.9375
"SHELL WESTERN E&P","42127347670000",20503,16,1281.4375
"SHELL WESTERN E&P","42127347680000",36038,17,2119.88235294118
"SHELL WESTERN E&P","42127347690000",31706,18,1761.44444444444
"SHELL WESTERN E&P","42127347700000",33909,17,1994.64705882353
"SHELL WESTERN E&P","42127350210000",46856,15,3123.73333333333
"SHELL WESTERN E&P","42127350230000",53440,15,3562.66666666667
"SHELL WESTERN E&P","42127350240000",46748,15,3116.53333333333
"SHELL WESTERN E&P","42127350250000",31599,16,1974.9375
"SHELL WESTERN E&P","42127350260000",30202,15,2013.46666666667
"SHELL WESTERN E&P","42127350290000",25320,12,2110
"SHELL WESTERN E&P","42127350730000",5133,1,5133
"SHELL WESTERN E&P","42127350740000",3975,1,3975
"SHELL WESTERN E&P","42127350820000",4245,1,4245
"SHELL WESTERN E&P","42127350850000",3731,1,3731
"SHELL WESTERN E&P","42127350890000",3977,1,3977
"SHELL WESTERN E&P","42127351160000",18452,19,971.157894736842
"SHELL WESTERN E&P","42127351210000",26425,19,1390.78947368421
"SHELL WESTERN E&P","42127351470000",16325,15,1088.33333333333
"SHELL WESTERN E&P","42127351490000",20377,14,1455.5
"SHELL WESTERN E&P","42127354470000",22334,12,1861.16666666667
"SHELL WESTERN E&P","42127354480000",22390,13,1722.30769230769
"SHELL WESTERN E&P","42127354670000",44086,5,8817.2
"SHELL WESTERN E&P","42127354690000",47783,5,9556.6
"SHELL WESTERN E&P","42323333620000",1891,9,210.111111111111
"SHELL WESTERN E&P","42479410610000",47431,38,1248.18421052632
"SHELL WESTERN E&P","42479411430000",25170,23,1094.34782608696
"SHELL WESTERN E&P","42479411440000",34202,31,1103.29032258065
"SHELL WESTERN E&P","42479412160000",30191,18,1677.27777777778
"SHELL WESTERN E&P","42479412340000",25977,27,962.111111111111
"SHELL WESTERN E&P","42479412510000",60693,39,1556.23076923077
"SHELL WESTERN E&P","42479412700000",16301,30,543.366666666667
"SHELL WESTERN E&P","42479412760000",16868,31,544.129032258065
"SHELL WESTERN E&P","42479412810000",64598,37,1745.89189189189
"SHELL WESTERN E&P","42479412820000",66159,38,1741.02631578947
"SHELL WESTERN E&P","42479412850000",95179,38,2504.71052631579
"SHELL WESTERN E&P","42479412860000",64718,37,1749.13513513514
"SHELL WESTERN E&P","42479412970000",67678,41,1650.68292682927
"SHELL WESTERN E&P","42479413410000",24249,34,713.205882352941
"SHELL WESTERN E&P","42479413420000",83047,33,2516.57575757576
"SHELL WESTERN E&P","42479413430000",30217,21,1438.90476190476
"SHELL WESTERN E&P","42479413440000",29784,25,1191.36
"SHELL WESTERN E&P","42479413460000",77150,34,2269.11764705882
"SHELL WESTERN E&P","42479413510000",43233,34,1271.55882352941
"SHELL WESTERN E&P","42479413520000",20151,34,592.676470588235
"SHELL WESTERN E&P","42479413530000",42055,35,1201.57142857143
"SHELL WESTERN E&P","42479413750000",54520,38,1434.73684210526
"SHELL WESTERN E&P","42479414120000",45222,31,1458.77419354839
"SHELL WESTERN E&P","42479414130000",28541,33,864.878787878788
"SHELL WESTERN E&P","42479414140000",45148,30,1504.93333333333
"SHELL WESTERN E&P","42479414190000",24586,22,1117.54545454545
"SHELL WESTERN E&P","42479414480000",5463,32,170.71875
"SHELL WESTERN E&P","42479414490000",26969,30,898.966666666667
"SHELL WESTERN E&P","42479414500000",22985,32,718.28125
"SHELL WESTERN E&P","42479414510000",5605,24,233.541666666667
"SHELL WESTERN E&P","42479414520000",78986,30,2632.86666666667
"SHELL WESTERN E&P","42479414530000",48485,25,1939.4
"SHELL WESTERN E&P","42479414540000",53925,30,1797.5
"SHELL WESTERN E&P","42479414610000",74619,31,2407.06451612903
"SHELL WESTERN E&P","42479415080000",33237,27,1231
"SHELL WESTERN E&P","42479415090000",36870,31,1189.35483870968
"SHELL WESTERN E&P","42479415100000",42818,31,1381.22580645161
"SHELL WESTERN E&P","42479415110000",43874,31,1415.29032258065
"SHELL WESTERN E&P","42479415650000",19400,26,746.153846153846
"SHELL WESTERN E&P","42479415660000",16459,25,658.36
"SHELL WESTERN E&P","42479415670000",27024,26,1039.38461538462
"SHELL WESTERN E&P","42479415680000",40466,28,1445.21428571429
"SHELL WESTERN E&P","42479415690000",26356,25,1054.24
"SHELL WESTERN E&P","42479415700000",19412,27,718.962962962963
"SHELL WESTERN E&P","42479415720000",24309,28,868.178571428571
"SHELL WESTERN E&P","42479415760000",15086,27,558.740740740741
"SHELL WESTERN E&P","42479415960000",27378,30,912.6
"SHELL WESTERN E&P","42479415970000",22092,30,736.4
"SHELL WESTERN E&P","42479415980000",23948,29,825.793103448276
"SHELL WESTERN E&P","42479415990000",18453,27,683.444444444444
"SHELL WESTERN E&P","42479416000000",16513,17,971.352941176471
"SHELL WESTERN E&P","42479416030000",16848,28,601.714285714286
"SHELL WESTERN E&P","42479416040000",21775,28,777.678571428571
"SHELL WESTERN E&P","42479416050000",13612,28,486.142857142857
"SHELL WESTERN E&P","42479416060000",18552,28,662.571428571429
"SHELL WESTERN E&P","42479416130000",61964,28,2213
"SHELL WESTERN E&P","42479416140000",74432,23,3236.17391304348
"SHELL WESTERN E&P","42479416170000",73282,27,2714.14814814815
"SHELL WESTERN E&P","42479416180000",30862,28,1102.21428571429
